id,diet_type,b1_approach,b2_wag,b3_jump,b4_lick_lips,b5_salivate,b6_bark,b7_eat_fast,b8_sniff,b9_stay_bowl,b10_guard,health_opinion,vet_visits,medication,disease_allergy,disease_behaviour,disease_weight,disease_dental,disease_gi,disease_skin,species,age,sex_neuter,breed_size,activity,diet
587958-587949-62689043,Meat-based – conventional,4.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,Healthy,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62689201,Meat-based – raw,5.0,5.0,1.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-62689486,Meat-based – raw,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62689841,Meat-based – conventional,5.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62689775,Meat-based – conventional,3.0,5.0,5.0,5.0,3.0,1.0,2.0,3.0,5.0,1.0,Healthy,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-62689669,Meat-based – raw,5.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62689942,Meat-based – conventional,5.0,5.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62689879,Meat-based – raw,5.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,5.0,3.0,Significant or frequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Giant (> 40.9 kg or > 90 lb),1 – 3 hrs,Raw
587958-587949-62690156,Meat-based – conventional,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62690012,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62685918,Meat-based – raw,5.0,2.0,1.0,4.0,5.0,1.0,5.0,3.0,2.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,8,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-62690289,Meat-based – conventional,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,1,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-62690384,Meat-based – raw,4.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Raw
587958-587949-62690536,Meat-based – conventional,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,6,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62690682,Meat-based – raw,2.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,15,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-62691232,Meat-based – raw,5.0,5.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,Generally healthy with minor or infrequent problems,0,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62690990,Meat-based – conventional,4.0,3.0,1.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,Significant or frequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62690819,Meat-based – raw,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,10,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62691453,Meat-based – conventional,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-62691362,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62688478,Meat-based – conventional,5.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62690947,Meat-based – raw,5.0,4.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,Generally healthy with minor or infrequent problems,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-62691563,Meat-based – raw,4.0,5.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62691566,Meat-based – conventional,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),0 – 30 mins,Conventional
587958-587949-62691802,Meat-based – raw,5.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,Generally healthy with minor or infrequent problems,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62691762,Meat-based – conventional,5.0,5.0,2.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,Healthy,2,Yes,1.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62691858,Meat-based – raw,5.0,5.0,1.0,5.0,4.0,1.0,5.0,4.0,5.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, sexually intact",Giant (> 40.9 kg or > 90 lb),30 – 60 mins,Raw
587958-587949-62691976,Meat-based – raw,5.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, sexually intact",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-62692113,Meat-based – conventional,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62691831,Meat-based – raw,4.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,Significant or frequent problems,1,Yes,0.0,1.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62692319,Meat-based – conventional,3.0,,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62692066,Meat-based – raw,4.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Raw
587958-587949-62692389,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,Healthy,3,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-62692646,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,Seriously ill,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62692432,Meat-based – conventional,4.0,4.0,1.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62692409,Meat-based – conventional,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-62692878,Meat-based – raw,5.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Female, sexually intact",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Raw
587958-587949-62692673,Meat-based – conventional,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62692847,Meat-based – conventional,3.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,4,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62692858,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, sexually intact",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62693004,Meat-based – conventional,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62692220,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62692962,Meat-based – raw,1.0,4.0,1.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-62693102,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62692948,Meat-based – conventional,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,,2.0,Healthy,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-62693391,Meat-based – raw,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,2.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Raw
587958-587949-62693481,Meat-based – raw,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62693373,Meat-based – raw,5.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,Significant or frequent problems,>3,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,2,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62693389,Meat-based – raw,3.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,1.0,Healthy,3,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,2,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62693372,Meat-based – raw,5.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62691307,Meat-based – conventional,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62693589,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),Unsure,Raw
587958-587949-62693350,Meat-based – raw,5.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,Generally healthy with minor or infrequent problems,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Raw
587958-587949-62693433,Meat-based – raw,5.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,5.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,5,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Raw
587958-587949-62693641,Meat-based – conventional,,4.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,Generally healthy with minor or infrequent problems,1,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-62693748,Meat-based – conventional,3.0,3.0,1.0,4.0,4.0,,3.0,4.0,3.0,,Healthy,>3,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-62693987,Meat-based – raw,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,Generally healthy with minor or infrequent problems,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62693993,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,1.0,Dog,4,"Female, sexually intact",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Raw
587958-587949-62693964,Meat-based – raw,4.0,3.0,4.0,,2.0,4.0,3.0,5.0,4.0,2.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Raw
587958-587949-62694170,Meat-based – raw,3.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),> 3 hrs,Raw
587958-587949-62694304,Meat-based – conventional,5.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,1.0,Generally healthy with minor or infrequent problems,Unsure,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),0 – 30 mins,Conventional
587958-587949-62694154,Meat-based – raw,4.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62694034,Meat-based – conventional,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62694615,Meat-based – conventional,1.0,2.0,,4.0,,,1.0,5.0,5.0,,Generally healthy with minor or infrequent problems,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, sexually intact",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62694767,Meat-based – conventional,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),30 – 60 mins,Conventional
587958-587949-62694744,Meat-based – conventional,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,Healthy,Unsure,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, castrated",Giant (> 40.9 kg or > 90 lb),30 – 60 mins,Conventional
587958-587949-62694893,Meat-based – conventional,4.0,5.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,1.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,12,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-62694852,Meat-based – raw,5.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62694979,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62695039,Meat-based – raw,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62694972,Meat-based – conventional,5.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,9,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62695222,Meat-based – conventional,2.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62695300,Meat-based – raw,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Male, castrated",Small (4.5–10.9 kg or 10–24 lb),30 – 60 mins,Raw
587958-587949-62695469,Meat-based – conventional,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,Healthy,>3,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-62695430,Meat-based – conventional,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,Healthy,2,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,6,"Female, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62695449,Meat-based – raw,4.0,4.0,2.0,,3.0,3.0,4.0,3.0,3.0,1.0,Healthy,>3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Raw
587958-587949-62695445,Meat-based – conventional,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,1,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62695626,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,Healthy,Unsure,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),> 3 hrs,Conventional
587958-587949-62695419,Meat-based – conventional,5.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,1.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62695664,Meat-based – raw,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Raw
587958-587949-62695577,Meat-based – conventional,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62695539,Meat-based – conventional,3.0,4.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,Healthy,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, sexually intact",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62695631,Meat-based – conventional,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Large (22.7–40.5 kg or 50–89 lb),> 3 hrs,Conventional
587958-587949-62695438,Meat-based – conventional,5.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,7,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62695752,Meat-based – raw,5.0,5.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,Healthy,>3,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,5,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62695893,Meat-based – conventional,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,Healthy,1,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,4,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
587958-587949-62695731,Meat-based – conventional,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,Generally healthy with minor or infrequent problems,2,Yes,0.0,0.0,0.0,0.0,1.0,1.0,Dog,1,"Female, spayed",Small (4.5–10.9 kg or 10–24 lb),1 – 3 hrs,Conventional
587958-587949-62695916,Meat-based – conventional,5.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,Healthy,2,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,3,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62695850,Meat-based – conventional,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,Generally healthy with minor or infrequent problems,>3,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,5,"Female, spayed",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62695959,Meat-based – raw,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,1.0,0.0,Dog,5,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Raw
587958-587949-62695711,Meat-based – conventional,3.0,4.0,1.0,3.0,4.0,1.0,2.0,5.0,2.0,1.0,Generally healthy with minor or infrequent problems,0,No,0.0,0.0,0.0,0.0,0.0,0.0,Dog,13,"Female, spayed",Medium (11.4–22.3 kg or 25–49 lb),1 – 3 hrs,Conventional
587958-587949-62695998,Meat-based – conventional,4.0,3.0,1.0,4.0,4.0,2.0,3.0,5.0,4.0,1.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,8,"Male, sexually intact",Large (22.7–40.5 kg or 50–89 lb),1 – 3 hrs,Conventional
587958-587949-62696216,Meat-based – conventional,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,Generally healthy with minor or infrequent problems,3,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Dog,2,"Male, castrated",Medium (11.4–22.3 kg or 25–49 lb),30 – 60 mins,Conventional
